2.352927811443805695e-03 , 2.381730126217007637e-03 , 3.154792822897434235e-03 , 3.851028624922037125e-03 , 4.625213332474231720e-03 , 3.861866192892193794e-03 , 2.727428916841745377e-03 , 2.234418410807847977e-03 , 1.186516019515693188e-03 , 3.312519402243196964e-04 , -4.187652957625687122e-04 , -1.333633554168045521e-04 , 2.403067337581887841e-04 , 4.775123088620603085e-04 , 6.613801815547049046e-04 , 3.874624089803546667e-04 , 7.533816387876868248e-04 , 2.641074825078248978e-03 , 3.498037578538060188e-03 , 3.455532016232609749e-03 , 1.112218829803168774e-03 , 7.545230910181999207e-04 , 5.390598089434206486e-04 , 9.368089959025382996e-04 , 1.333490363322198391e-03 , 1.326016965322196484e-03 , 1.144815236330032349e-03 , 1.329772756434977055e-03 , 1.529532484710216522e-03 , 9.344237623736262321e-04 , 1.206260523758828640e-03 , 6.556647131219506264e-04 , 1.199046266265213490e-03 , 1.553640759084373713e-04 , 1.145006099250167608e-04 , 8.905191207304596901e-04 , 2.220024587586522102e-03 , 2.627838402986526489e-03 , 2.309764968231320381e-03 , 1.902567688375711441e-03 , 1.085437485016882420e-03 , 7.953647291287779808e-04 , 1.053972984664142132e-03 , 1.874250709079205990e-03 , 2.046869136393070221e-03 , 1.733015174977481365e-03 , 8.494047797285020351e-04 , 1.337292487733066082e-03 , 2.688017906621098518e-03 , 1.851034234277904034e-03
3.978422377258539200e-03 , 3.674254519864916801e-03 , 4.644790198653936386e-03 , 5.601949524134397507e-03 , 5.491883959621191025e-03 , 4.277855623513460159e-03 , 2.818634035065770149e-03 , 1.868491643108427525e-03 , 1.420930726453661919e-03 , 6.144415237940847874e-04 , 2.525692689232528210e-04 , 2.143501042155548930e-04 , 4.272580554243177176e-04 , 4.242816648911684752e-04 , 6.958626327104866505e-04 , 6.168509717099368572e-04 , 7.520499057136476040e-04 , 1.685463823378086090e-03 , 2.141023054718971252e-03 , 2.522137947380542755e-03 , 1.196427852846682072e-03 , 9.260012302547693253e-04 , 8.225954370573163033e-04 , 1.175539917312562466e-03 , 1.228947890922427177e-03 , 1.169075723737478256e-03 , 1.069847727194428444e-03 , 1.396955223754048347e-03 , 1.732896547764539719e-03 , 1.363267889246344566e-03 , 1.486882450990378857e-03 , 8.412413299083709717e-04 , 1.318163122050464153e-03 , 9.797507664188742638e-04 , 1.352106919512152672e-03 , 1.344243530184030533e-03 , 2.049244707450270653e-03 , 1.694337814114987850e-03 , 1.562843448482453823e-03 , 1.367222750559449196e-03 , 1.310149789787828922e-03 , 1.298864721320569515e-03 , 1.200167229399085045e-03 , 1.673735561780631542e-03 , 1.769194146618247032e-03 , 1.884836237877607346e-03 , 2.181247808039188385e-03 , 2.172720152884721756e-03 , 1.885558944195508957e-03 , 1.852504326961934566e-03
4.443348851054906845e-03 , 4.546215292066335678e-03 , 5.609524901956319809e-03 , 6.551320198923349380e-03 , 5.712190642952919006e-03 , 4.972855094820261002e-03 , 3.851138055324554443e-03 , 3.125159768387675285e-03 , 3.048746380954980850e-03 , 1.862248405814170837e-03 , 8.086282177828252316e-04 , 1.320739247603341937e-04 , 3.711819299496710300e-04 , 4.545460396911948919e-04 , 5.124529707245528698e-04 , 4.769129445776343346e-04 , 7.506145630031824112e-04 , 9.396435343660414219e-04 , 1.186865847557783127e-03 , 1.591133070178329945e-03 , 1.429521013051271439e-03 , 1.109863631427288055e-03 , 9.501812746748328209e-04 , 1.239177305251359940e-03 , 1.334217260591685772e-03 , 1.375082763843238354e-03 , 1.015648827888071537e-03 , 1.035846653394401073e-03 , 1.310318126343190670e-03 , 1.511781825684010983e-03 , 1.412192475982010365e-03 , 1.029362785629928112e-03 , 1.670226571150124073e-03 , 1.457021688111126423e-03 , 1.409604097716510296e-03 , 9.748835582286119461e-04 , 1.595040201209485531e-03 , 1.771325711160898209e-03 , 2.000988228246569633e-03 , 1.798449316993355751e-03 , 1.705369213595986366e-03 , 1.192230149172246456e-03 , 1.190649578347802162e-03 , 1.379710622131824493e-03 , 1.793024362996220589e-03 , 1.872269203886389732e-03 , 2.411414869129657745e-03 , 2.029425231739878654e-03 , 1.740873092785477638e-03 , 1.807856489904224873e-03
4.611190408468246460e-03 , 5.240789614617824554e-03 , 6.456051021814346313e-03 , 6.724026054143905640e-03 , 5.812640301883220673e-03 , 5.843024235218763351e-03 , 5.288862623274326324e-03 , 4.670137539505958557e-03 , 3.942807670682668686e-03 , 3.450303105637431145e-03 , 1.868470455519855022e-03 , 9.366736048832535744e-04 , 5.159319262020289898e-04 , 1.581843243911862373e-04 , 2.443870762363076210e-04 , 5.524818552657961845e-04 , 7.617120863869786263e-04 , 1.002017525024712086e-03 , 1.078636501915752888e-03 , 9.281559614464640617e-04 , 1.071114675141870975e-03 , 9.505747002549469471e-04 , 1.118209096603095531e-03 , 1.110750134103000164e-03 , 1.189701142720878124e-03 , 1.257239608094096184e-03 , 1.107025658711791039e-03 , 9.412780054844915867e-04 , 8.172304369509220123e-04 , 1.086296630091965199e-03 , 9.935151319950819016e-04 , 1.257312484085559845e-03 , 1.588641549460589886e-03 , 1.840293291024863720e-03 , 1.711915130726993084e-03 , 1.339799026027321815e-03 , 1.402374822646379471e-03 , 1.240386976860463619e-03 , 1.340056769549846649e-03 , 1.173947704955935478e-03 , 1.263892627321183681e-03 , 1.164554269053041935e-03 , 1.833905465900897980e-03 , 1.661723596043884754e-03 , 1.564421341754496098e-03 , 1.473145326599478722e-03 , 1.529261004179716110e-03 , 1.115494640544056892e-03 , 6.631339783780276775e-04 , 1.092447128030471504e-04
5.165126174688339233e-03 , 6.054505705833435059e-03 , 7.083874661475419998e-03 , 6.612115073949098587e-03 , 6.049498450011014938e-03 , 5.791095085442066193e-03 , 5.395791959017515182e-03 , 5.410182289779186249e-03 , 5.903806071728467941e-03 , 5.824137013405561447e-03 , 3.805594518780708313e-03 , 2.001482760533690453e-03 , 1.214325660839676857e-03 , 3.772451600525528193e-04 , 3.604048688430339098e-04 , 7.151153986342251301e-04 , 9.400247363373637199e-04 , 1.051300088874995708e-03 , 8.756126626394689083e-04 , 6.830706261098384857e-04 , 7.945894030854105949e-04 , 8.189426152966916561e-04 , 9.047621861100196838e-04 , 1.059389207512140274e-03 , 1.495270174928009510e-03 , 1.433009514585137367e-03 , 1.024867873638868332e-03 , 7.523008389398455620e-04 , 6.020617438480257988e-04 , 1.179326325654983521e-03 , 1.521101687103509903e-03 , 2.100804122164845467e-03 , 2.082578837871551514e-03 , 1.971818972378969193e-03 , 1.393480459228157997e-03 , 1.355124870315194130e-03 , 1.233058166690170765e-03 , 6.545695941895246506e-04 , 6.654223543591797352e-04 , 8.941508131101727486e-04 , 9.921254822984337807e-04 , 1.103951828554272652e-03 , 1.327397068962454796e-03 , 1.484003616496920586e-03 , 1.514967530965805054e-03 , 1.624925527721643448e-03 , 7.313270471058785915e-04 , 1.110658748075366020e-03 , 4.096874617971479893e-04 , 2.648992813192307949e-04
4.345405381172895432e-03 , 4.881949163973331451e-03 , 5.693795159459114075e-03 , 5.744033493101596832e-03 , 5.724979098886251450e-03 , 5.801872350275516510e-03 , 5.871213041245937347e-03 , 5.960629321634769440e-03 , 6.657983642071485519e-03 , 6.327355280518531799e-03 , 4.706852138042449951e-03 , 3.038159571588039398e-03 , 2.210718346759676933e-03 , 8.531836792826652527e-04 , 3.183447115588933229e-04 , 7.582951802760362625e-04 , 1.005456899292767048e-03 , 1.157274469733238220e-03 , 9.889710927382111549e-04 , 8.115012897178530693e-04 , 8.243151241913437843e-04 , 7.563450490124523640e-04 , 1.073398278094828129e-03 , 1.318254508078098297e-03 , 1.629914157092571259e-03 , 1.447709393687546253e-03 , 1.266617444343864918e-03 , 1.311486936174333096e-03 , 1.289166393689811230e-03 , 1.518907491117715836e-03 , 1.800698111765086651e-03 , 1.945790485478937626e-03 , 1.749111455865204334e-03 , 1.582877011969685555e-03 , 1.366693642921745777e-03 , 1.991024706512689590e-03 , 1.441059052012860775e-03 , 1.187347923405468464e-03 , 1.301458571106195450e-03 , 1.497304299846291542e-03 , 1.266238279640674591e-03 , 1.488222973421216011e-03 , 1.461378880776464939e-03 , 1.654490246437489986e-03 , 1.566458726301789284e-03 , 1.677826861850917339e-03 , 9.064846090041100979e-04 , 1.733583863824605942e-03 , 1.072245882824063301e-03 , 1.115944585762917995e-03
4.630183335393667221e-03 , 5.170037969946861267e-03 , 5.658804439008235931e-03 , 5.387309473007917404e-03 , 5.267415195703506470e-03 , 5.650255363434553146e-03 , 5.972838494926691055e-03 , 5.759622436016798019e-03 , 5.781183484941720963e-03 , 5.447592586278915405e-03 , 5.403407383710145950e-03 , 4.273987840861082077e-03 , 2.573656383901834488e-03 , 1.470423303544521332e-03 , -2.485916047589853406e-05 , 6.679050275124609470e-04 , 9.045221377164125443e-04 , 9.363418794237077236e-04 , 7.216157391667366028e-04 , 8.135414682328701019e-04 , 9.330811444669961929e-04 , 1.094948966056108475e-03 , 1.272218301892280579e-03 , 1.184204476885497570e-03 , 1.429128926247358322e-03 , 1.352873397991061211e-03 , 1.335156150162220001e-03 , 1.341216033324599266e-03 , 1.321046845987439156e-03 , 1.662503695115447044e-03 , 1.940271351486444473e-03 , 1.745732151903212070e-03 , 1.779846381396055222e-03 , 1.636243308894336224e-03 , 1.460376544855535030e-03 , 1.729703973978757858e-03 , 1.555852824822068214e-03 , 1.759222359396517277e-03 , 1.979686552658677101e-03 , 2.195121254771947861e-03 , 1.650309073738753796e-03 , 1.749779796227812767e-03 , 1.549141830764710903e-03 , 1.959101995453238487e-03 , 2.001526998355984688e-03 , 1.915599685162305832e-03 , 2.120557939633727074e-03 , 2.233862644061446190e-03 , 1.565659535117447376e-03 , 1.460540224798023701e-03
5.202342290431261063e-03 , 5.574697162955999374e-03 , 6.195825524628162384e-03 , 5.830672569572925568e-03 , 5.797752179205417633e-03 , 6.548227742314338684e-03 , 6.507202517241239548e-03 , 5.876266397535800934e-03 , 5.484063643962144852e-03 , 5.755338352173566818e-03 , 6.116239354014396667e-03 , 4.264740739017724991e-03 , 1.429705764167010784e-03 , 1.874244917416945100e-04 , -2.017330261878669262e-04 , 9.062507306225597858e-04 , 1.059320988133549690e-03 , 1.365801668725907803e-03 , 1.047667698003351688e-03 , 1.119685359299182892e-03 , 1.031821593642234802e-03 , 1.052269712090492249e-03 , 1.347318058833479881e-03 , 1.263295300304889679e-03 , 1.318916562013328075e-03 , 1.222022692672908306e-03 , 1.247796928510069847e-03 , 1.662839902564883232e-03 , 1.850675558671355247e-03 , 1.914390013553202152e-03 , 1.966557698324322701e-03 , 1.524813822470605373e-03 , 1.912074396386742592e-03 , 2.321118256077170372e-03 , 2.390387235209345818e-03 , 1.999143278226256371e-03 , 1.627556164748966694e-03 , 2.095295814797282219e-03 , 2.324174391105771065e-03 , 2.568103140220046043e-03 , 1.976142171770334244e-03 , 1.745509798638522625e-03 , 1.774799195118248463e-03 , 2.000066451728343964e-03 , 2.151285996660590172e-03 , 1.808966626413166523e-03 , 3.110080026090145111e-03 , 2.930559916421771049e-03 , 2.632694551721215248e-03 , 1.783596700988709927e-03
5.777479615062475204e-03 , 5.987132433801889420e-03 , 6.074133329093456268e-03 , 5.482923705130815506e-03 , 5.789416376501321793e-03 , 6.320190150290727615e-03 , 5.836741533130407333e-03 , 5.359817296266555786e-03 , 5.223991815000772476e-03 , 5.759605206549167633e-03 , 5.674547515809535980e-03 , 3.263609251007437706e-03 , 1.285952632315456867e-03 , 6.077451398596167564e-04 , 1.197919016703963280e-03 , 1.134022488258779049e-03 , 1.071615843102335930e-03 , 1.508513581939041615e-03 , 1.463583437725901604e-03 , 1.219370868057012558e-03 , 1.210443791933357716e-03 , 1.185356872156262398e-03 , 1.373442821204662323e-03 , 1.132208737544715405e-03 , 1.330252154730260372e-03 , 1.261387369595468044e-03 , 1.744124223478138447e-03 , 2.019175328314304352e-03 , 2.027736976742744446e-03 , 1.756627112627029419e-03 , 1.641150098294019699e-03 , 1.645223586820065975e-03 , 2.082439837977290154e-03 , 2.411630470305681229e-03 , 2.281839493662118912e-03 , 1.763141830451786518e-03 , 1.617051195353269577e-03 , 1.930367783643305302e-03 , 2.519962843507528305e-03 , 2.623474225401878357e-03 , 2.367289271205663681e-03 , 1.913738204166293144e-03 , 2.237964887171983719e-03 , 2.395934890955686569e-03 , 1.919772825203835964e-03 , 1.565670478157699108e-03 , 2.781759481877088547e-03 , 2.339235739782452583e-03 , 1.921773422509431839e-03 , 1.197366043925285339e-03
4.309325944632291794e-03 , 5.501611158251762390e-03 , 6.047046277672052383e-03 , 5.802819505333900452e-03 , 5.772984586656093597e-03 , 5.741039756685495377e-03 , 5.283422302454710007e-03 , 4.892768338322639465e-03 , 4.660163540393114090e-03 , 5.103818606585264206e-03 , 5.237825680524110794e-03 , 3.948085010051727295e-03 , 4.358120262622833252e-03 , 3.232386894524097443e-03 , 3.065392607823014259e-03 , -6.559449830092489719e-04 , 1.033518583426484838e-05 , 1.464170520193874836e-03 , 1.754758763127028942e-03 , 1.629409496672451496e-03 , 1.387398107908666134e-03 , 1.580022624693810940e-03 , 1.999897416681051254e-03 , 2.005409682169556618e-03 , 1.728196977637708187e-03 , 1.489822752773761749e-03 , 1.756745157763361931e-03 , 1.936083310283720493e-03 , 1.993315061554312706e-03 , 1.689612399786710739e-03 , 1.801843754947185516e-03 , 1.579336705617606640e-03 , 1.378372777253389359e-03 , 1.386894844472408295e-03 , 1.397646730765700340e-03 , 1.507862354628741741e-03 , 1.345679513178765774e-03 , 1.378637389279901981e-03 , 2.278796862810850143e-03 , 2.383550861850380898e-03 , 2.853165613487362862e-03 , 2.163390628993511200e-03 , 2.146077807992696762e-03 , 1.999013591557741165e-03 , 1.691910321824252605e-03 , 1.946101430803537369e-03 , 2.214194508269429207e-03 , 2.833955688402056694e-03 , 1.948575256392359734e-03 , 1.533794100396335125e-03
4.365616478025913239e-03 , 5.844297353178262711e-03 , 6.302895955741405487e-03 , 5.496958270668983459e-03 , 5.381919443607330322e-03 , 5.279649514704942703e-03 , 5.434141028672456741e-03 , 5.264277104288339615e-03 , 4.791608080267906189e-03 , 4.948100075125694275e-03 , 5.273994058370590210e-03 , 4.608983173966407776e-03 , 4.651548806577920914e-03 , 5.024302285164594650e-03 , 5.337970796972513199e-03 , 1.289212726987898350e-03 , 1.069754362106323242e-03 , 1.267790212295949459e-03 , 1.600743504241108894e-03 , 1.729896874167025089e-03 , 1.439057756215333939e-03 , 1.954179489985108376e-03 , 2.192160347476601601e-03 , 2.039373153820633888e-03 , 1.812964444980025291e-03 , 1.531471032649278641e-03 , 1.925904187373816967e-03 , 2.110256813466548920e-03 , 2.038356382399797440e-03 , 1.908651436679065228e-03 , 1.867783837951719761e-03 , 1.743108266964554787e-03 , 1.525823026895523071e-03 , 1.546310726553201675e-03 , 1.437487313523888588e-03 , 1.489901798777282238e-03 , 1.392907695844769478e-03 , 1.339283538982272148e-03 , 2.070273738354444504e-03 , 2.294635400176048279e-03 , 2.808103105053305626e-03 , 2.366119297221302986e-03 , 2.445807447656989098e-03 , 2.328955568373203278e-03 , 2.260638400912284851e-03 , 2.608953043818473816e-03 , 2.036263234913349152e-03 , 2.975840587168931961e-03 , 1.803626073524355888e-03 , 2.292880322784185410e-03
