3.019550170898437500e+02 , 2.754522094726562500e+02 , 3.629743347167968750e+02 , 2.754258728027343750e+02 , 4.240226135253906250e+02 , 2.754119262695312500e+02 , 4.850733337402343750e+02 , 2.754261474609375000e+02 , 5.461065673828125000e+02 , 2.754584045410156250e+02 , 6.071528930664062500e+02 , 2.755097961425781250e+02 , 6.682575683593750000e+02 , 2.754763793945312500e+02 , 7.293774414062500000e+02 , 2.754244995117187500e+02 , 7.904716186523437500e+02 , 2.753978271484375000e+02 , 8.515228881835937500e+02 , 2.753931884765625000e+02 , 9.125376586914062500e+02 , 2.753894042968750000e+02 , 9.735648803710937500e+02 , 2.753636474609375000e+02 , 1.034617675781250000e+03 , 2.753577880859375000e+02 , 1.095671508789062500e+03 , 2.753484497070312500e+02 , 1.156712768554687500e+03 , 2.753398132324218750e+02 , 1.217740356445312500e+03 , 2.753392944335937500e+02 , 1.278797119140625000e+03 , 2.753399658203125000e+02 , 1.339895874023437500e+03 , 2.753545532226562500e+02 , 1.400969238281250000e+03 , 2.753733825683593750e+02 , 1.462021850585937500e+03 , 2.753752441406250000e+02 , 1.523005004882812500e+03 , 2.753900756835937500e+02 , 1.584048828125000000e+03 , 2.753840942382812500e+02 , 1.645077758789062500e+03 , 2.753891601562500000e+02 , 1.706138793945312500e+03 , 2.753942871093750000e+02 , 1.767183471679687500e+03 , 2.754008483886718750e+02 , 1.828229003906250000e+03 , 2.754372253417968750e+02 , 1.889285522460937500e+03 , 2.754491577148437500e+02 , 1.950336425781250000e+03 , 2.754562683105468750e+02 , 2.011388305664062500e+03 , 2.754647216796875000e+02 , 2.072418212890625000e+03 , 2.754779663085937500e+02 , 2.133481933593750000e+03 , 2.754949340820312500e+02 , 2.194519775390625000e+03 , 2.755113525390625000e+02 , 2.255590087890625000e+03 , 2.755147705078125000e+02 , 2.316604248046875000e+03 , 2.755307312011718750e+02 , 2.377666015625000000e+03 , 2.755007934570312500e+02 , 2.438723876953125000e+03 , 2.754663085937500000e+02 , 2.499799560546875000e+03 , 2.754503173828125000e+02 , 2.560832519531250000e+03 , 2.754895629882812500e+02 , 2.621864746093750000e+03 , 2.755479125976562500e+02 , 2.682953125000000000e+03 , 2.755870361328125000e+02 , 2.743992919921875000e+03 , 2.756108398437500000e+02 , 2.805044677734375000e+03 , 2.756136779785156250e+02 , 2.866076660156250000e+03 , 2.756429138183593750e+02 , 2.927144531250000000e+03 , 2.756743164062500000e+02 , 2.988207031250000000e+03 , 2.757191772460937500e+02 , 3.049259277343750000e+03 , 2.757584838867187500e+02 , 3.110383056640625000e+03 , 2.757787475585937500e+02 , 3.171404052734375000e+03 , 2.757288208007812500e+02 , 3.232492187500000000e+03 , 2.757807006835937500e+02 , 3.293547119140625000e+03 , 2.758256530761718750e+02
3.018576049804687500e+02 , 3.368916931152343750e+02 , 3.628822937011718750e+02 , 3.368945007324218750e+02 , 4.239277038574218750e+02 , 3.369121093750000000e+02 , 4.849807128906250000e+02 , 3.369852905273437500e+02 , 5.460093383789062500e+02 , 3.370455932617187500e+02 , 6.070455932617187500e+02 , 3.371044311523437500e+02 , 6.681324462890625000e+02 , 3.370996704101562500e+02 , 7.292705688476562500e+02 , 3.370410766601562500e+02 , 7.904201049804687500e+02 , 3.369886779785156250e+02 , 8.515086669921875000e+02 , 3.369616088867187500e+02 , 9.125354003906250000e+02 , 3.369593200683593750e+02 , 9.735529785156250000e+02 , 3.369473266601562500e+02 , 1.034602783203125000e+03 , 3.369473571777343750e+02 , 1.095648071289062500e+03 , 3.369370117187500000e+02 , 1.156688232421875000e+03 , 3.369246215820312500e+02 , 1.217728759765625000e+03 , 3.369282226562500000e+02 , 1.278782104492187500e+03 , 3.369244384765625000e+02 , 1.339833129882812500e+03 , 3.369321289062500000e+02 , 1.400874267578125000e+03 , 3.369326782226562500e+02 , 1.461926147460937500e+03 , 3.369381713867187500e+02 , 1.522975952148437500e+03 , 3.369495239257812500e+02 , 1.584025634765625000e+03 , 3.369481811523437500e+02 , 1.645066650390625000e+03 , 3.369511108398437500e+02 , 1.706116455078125000e+03 , 3.369706115722656250e+02 , 1.767164916992187500e+03 , 3.369902954101562500e+02 , 1.828213378906250000e+03 , 3.370203857421875000e+02 , 1.889260620117187500e+03 , 3.370261840820312500e+02 , 1.950304199218750000e+03 , 3.370307006835937500e+02 , 2.011353149414062500e+03 , 3.370445556640625000e+02 , 2.072405273437500000e+03 , 3.370633544921875000e+02 , 2.133462402343750000e+03 , 3.370866088867187500e+02 , 2.194510009765625000e+03 , 3.371014099121093750e+02 , 2.255563720703125000e+03 , 3.370996093750000000e+02 , 2.316592529296875000e+03 , 3.371000366210937500e+02 , 2.377630126953125000e+03 , 3.371017456054687500e+02 , 2.438671630859375000e+03 , 3.370987548828125000e+02 , 2.499744384765625000e+03 , 3.371111450195312500e+02 , 2.560802490234375000e+03 , 3.371340942382812500e+02 , 2.621844238281250000e+03 , 3.371691284179687500e+02 , 2.682927490234375000e+03 , 3.371936645507812500e+02 , 2.743973632812500000e+03 , 3.372017211914062500e+02 , 2.805036865234375000e+03 , 3.372189636230468750e+02 , 2.866075439453125000e+03 , 3.372430725097656250e+02 , 2.927126464843750000e+03 , 3.372738037109375000e+02 , 2.988187744140625000e+03 , 3.372981262207031250e+02 , 3.049237060546875000e+03 , 3.373309326171875000e+02 , 3.110342529296875000e+03 , 3.373653259277343750e+02 , 3.171364746093750000e+03 , 3.373862915039062500e+02 , 3.232459960937500000e+03 , 3.374213867187500000e+02 , 3.293536621093750000e+03 , 3.374423828125000000e+02
3.017209472656250000e+02 , 3.984298095703125000e+02 , 3.627734985351562500e+02 , 3.984412231445312500e+02 , 4.238341674804687500e+02 , 3.984790039062500000e+02 , 4.848702087402343750e+02 , 3.985745239257812500e+02 , 5.458956298828125000e+02 , 3.986492309570312500e+02 , 6.069495849609375000e+02 , 3.987152099609375000e+02 , 6.680239257812500000e+02 , 3.987346496582031250e+02 , 7.291530761718750000e+02 , 3.986849060058593750e+02 , 7.903059692382812500e+02 , 3.986247863769531250e+02 , 8.514562988281250000e+02 , 3.985712585449218750e+02 , 9.125080566406250000e+02 , 3.985512390136718750e+02 , 9.735399169921875000e+02 , 3.985437011718750000e+02 , 1.034581542968750000e+03 , 3.985373229980468750e+02 , 1.095623046875000000e+03 , 3.985302734375000000e+02 , 1.156661987304687500e+03 , 3.985178527832031250e+02 , 1.217703002929687500e+03 , 3.985165710449218750e+02 , 1.278755737304687500e+03 , 3.985077209472656250e+02 , 1.339802612304687500e+03 , 3.985168762207031250e+02 , 1.400846313476562500e+03 , 3.985090332031250000e+02 , 1.461886840820312500e+03 , 3.985274047851562500e+02 , 1.522942993164062500e+03 , 3.985334472656250000e+02 , 1.583994628906250000e+03 , 3.985427551269531250e+02 , 1.645050781250000000e+03 , 3.985394897460937500e+02 , 1.706107421875000000e+03 , 3.985648193359375000e+02 , 1.767159545898437500e+03 , 3.985901184082031250e+02 , 1.828194702148437500e+03 , 3.986225891113281250e+02 , 1.889231445312500000e+03 , 3.986206359863281250e+02 , 1.950270751953125000e+03 , 3.986242065429687500e+02 , 2.011316772460937500e+03 , 3.986303710937500000e+02 , 2.072378417968750000e+03 , 3.986595764160156250e+02 , 2.133430664062500000e+03 , 3.986864013671875000e+02 , 2.194482177734375000e+03 , 3.986955871582031250e+02 , 2.255509277343750000e+03 , 3.986883544921875000e+02 , 2.316547363281250000e+03 , 3.986861877441406250e+02 , 2.377583251953125000e+03 , 3.986834106445312500e+02 , 2.438652343750000000e+03 , 3.986914978027343750e+02 , 2.499711669921875000e+03 , 3.987131347656250000e+02 , 2.560788818359375000e+03 , 3.987362670898437500e+02 , 2.621830566406250000e+03 , 3.987754821777343750e+02 , 2.682903564453125000e+03 , 3.988135681152343750e+02 , 2.743939453125000000e+03 , 3.988445434570312500e+02 , 2.805008056640625000e+03 , 3.988792419433593750e+02 , 2.866059570312500000e+03 , 3.988964843750000000e+02 , 2.927099121093750000e+03 , 3.989133911132812500e+02 , 2.988157958984375000e+03 , 3.989232788085937500e+02 , 3.049213378906250000e+03 , 3.989491577148437500e+02 , 3.110307373046875000e+03 , 3.989783325195312500e+02 , 3.171329589843750000e+03 , 3.990151367187500000e+02 , 3.232435058593750000e+03 , 3.990476379394531250e+02 , 3.293477783203125000e+03 , 3.990596618652343750e+02
3.016128540039062500e+02 , 4.599795837402343750e+02 , 3.626578979492187500e+02 , 4.599940185546875000e+02 , 4.237239379882812500e+02 , 4.600435485839843750e+02 , 4.847573852539062500e+02 , 4.601292419433593750e+02 , 5.458068237304687500e+02 , 4.602094726562500000e+02 , 6.068319702148437500e+02 , 4.602756958007812500e+02 , 6.678698730468750000e+02 , 4.603472595214843750e+02 , 7.289716186523437500e+02 , 4.603349914550781250e+02 , 7.901219482421875000e+02 , 4.602957763671875000e+02 , 8.513223876953125000e+02 , 4.602053833007812500e+02 , 9.124589233398437500e+02 , 4.601470031738281250e+02 , 9.735310058593750000e+02 , 4.601114807128906250e+02 , 1.034566894531250000e+03 , 4.601014099121093750e+02 , 1.095601074218750000e+03 , 4.600928955078125000e+02 , 1.156643554687500000e+03 , 4.600769348144531250e+02 , 1.217689819335937500e+03 , 4.600779418945312500e+02 , 1.278737182617187500e+03 , 4.600806579589843750e+02 , 1.339777832031250000e+03 , 4.600821838378906250e+02 , 1.400813354492187500e+03 , 4.600912780761718750e+02 , 1.461854858398437500e+03 , 4.600853881835937500e+02 , 1.522905273437500000e+03 , 4.600939636230468750e+02 , 1.583964843750000000e+03 , 4.600892333984375000e+02 , 1.645031616210937500e+03 , 4.601021118164062500e+02 , 1.706092773437500000e+03 , 4.601189270019531250e+02 , 1.767142700195312500e+03 , 4.601372985839843750e+02 , 1.828161254882812500e+03 , 4.601536254882812500e+02 , 1.889201049804687500e+03 , 4.601648864746093750e+02 , 1.950251586914062500e+03 , 4.601786499023437500e+02 , 2.011309814453125000e+03 , 4.601930847167968750e+02 , 2.072370605468750000e+03 , 4.602157897949218750e+02 , 2.133413574218750000e+03 , 4.602270507812500000e+02 , 2.194449951171875000e+03 , 4.602359619140625000e+02 , 2.255453613281250000e+03 , 4.602336730957031250e+02 , 2.316499755859375000e+03 , 4.602391357421875000e+02 , 2.377550537109375000e+03 , 4.602536010742187500e+02 , 2.438642822265625000e+03 , 4.602828979492187500e+02 , 2.499693359375000000e+03 , 4.603114624023437500e+02 , 2.560758544921875000e+03 , 4.603302001953125000e+02 , 2.621801513671875000e+03 , 4.603551330566406250e+02 , 2.682888671875000000e+03 , 4.603902587890625000e+02 , 2.743937011718750000e+03 , 4.604239196777343750e+02 , 2.805017333984375000e+03 , 4.604702453613281250e+02 , 2.866038085937500000e+03 , 4.605032958984375000e+02 , 2.927070312500000000e+03 , 4.605479736328125000e+02 , 2.988115722656250000e+03 , 4.605595703125000000e+02 , 3.049179687500000000e+03 , 4.605778198242187500e+02 , 3.110263671875000000e+03 , 4.606014099121093750e+02 , 3.171312255859375000e+03 , 4.606317443847656250e+02 , 3.232399902343750000e+03 , 4.606468200683593750e+02 , 3.293451904296875000e+03 , 4.606202697753906250e+02
3.014721679687500000e+02 , 5.215062255859375000e+02 , 3.625221252441406250e+02 , 5.215373535156250000e+02 , 4.235813293457031250e+02 , 5.216205444335937500e+02 , 4.846321411132812500e+02 , 5.217011718750000000e+02 , 5.456928710937500000e+02 , 5.217693481445312500e+02 , 6.067362670898437500e+02 , 5.218332519531250000e+02 , 6.677649536132812500e+02 , 5.219177856445312500e+02 , 7.288198242187500000e+02 , 5.219535522460937500e+02 , 7.899378662109375000e+02 , 5.219621582031250000e+02 , 8.510985717773437500e+02 , 5.219316406250000000e+02 , 9.123009033203125000e+02 , 5.218482666015625000e+02 , 9.734375610351562500e+02 , 5.217505493164062500e+02 , 1.034531738281250000e+03 , 5.216750488281250000e+02 , 1.095588867187500000e+03 , 5.216627197265625000e+02 , 1.156632202148437500e+03 , 5.216614990234375000e+02 , 1.217673461914062500e+03 , 5.216524047851562500e+02 , 1.278714111328125000e+03 , 5.216527709960937500e+02 , 1.339752929687500000e+03 , 5.216526489257812500e+02 , 1.400784545898437500e+03 , 5.216604003906250000e+02 , 1.461833618164062500e+03 , 5.216564331054687500e+02 , 1.522882324218750000e+03 , 5.216634521484375000e+02 , 1.583945556640625000e+03 , 5.216689453125000000e+02 , 1.645013305664062500e+03 , 5.216763305664062500e+02 , 1.706075927734375000e+03 , 5.216794433593750000e+02 , 1.767122802734375000e+03 , 5.216838378906250000e+02 , 1.828146728515625000e+03 , 5.217069702148437500e+02 , 1.889189941406250000e+03 , 5.217246093750000000e+02 , 1.950242431640625000e+03 , 5.217396850585937500e+02 , 2.011304931640625000e+03 , 5.217479248046875000e+02 , 2.072347167968750000e+03 , 5.217515869140625000e+02 , 2.133391113281250000e+03 , 5.217675781250000000e+02 , 2.194413085937500000e+03 , 5.217834472656250000e+02 , 2.255416748046875000e+03 , 5.218193359375000000e+02 , 2.316456542968750000e+03 , 5.218525390625000000e+02 , 2.377524169921875000e+03 , 5.218854370117187500e+02 , 2.438629882812500000e+03 , 5.219017333984375000e+02 , 2.499674804687500000e+03 , 5.219185180664062500e+02 , 2.560758056640625000e+03 , 5.219304199218750000e+02 , 2.621810302734375000e+03 , 5.219462890625000000e+02 , 2.682902099609375000e+03 , 5.219816284179687500e+02 , 2.743943847656250000e+03 , 5.220131225585937500e+02 , 2.805017822265625000e+03 , 5.220460815429687500e+02 , 2.866027343750000000e+03 , 5.220723876953125000e+02 , 2.927055664062500000e+03 , 5.221104736328125000e+02 , 2.988093750000000000e+03 , 5.221420288085937500e+02 , 3.049166748046875000e+03 , 5.221763916015625000e+02 , 3.110269531250000000e+03 , 5.222041015625000000e+02 , 3.171308105468750000e+03 , 5.222281494140625000e+02 , 3.232383544921875000e+03 , 5.222341918945312500e+02 , 3.293417724609375000e+03 , 5.222148437500000000e+02
3.013643188476562500e+02 , 5.830918579101562500e+02 , 3.624082031250000000e+02 , 5.831240234375000000e+02 , 4.234620666503906250e+02 , 5.831881103515625000e+02 , 4.845088195800781250e+02 , 5.832676391601562500e+02 , 5.455753173828125000e+02 , 5.833282470703125000e+02 , 6.066325073242187500e+02 , 5.834050903320312500e+02 , 6.676658935546875000e+02 , 5.834908447265625000e+02 , 7.286903076171875000e+02 , 5.835629882812500000e+02 , 7.897441406250000000e+02 , 5.836165771484375000e+02 , 8.508567504882812500e+02 , 5.836322021484375000e+02 , 9.120472412109375000e+02 , 5.835700073242187500e+02 , 9.732359619140625000e+02 , 5.834230957031250000e+02 , 1.034405273437500000e+03 , 5.833056640625000000e+02 , 1.095564697265625000e+03 , 5.832547607421875000e+02 , 1.156611450195312500e+03 , 5.832391357421875000e+02 , 1.217637939453125000e+03 , 5.832226562500000000e+02 , 1.278680786132812500e+03 , 5.832185668945312500e+02 , 1.339722167968750000e+03 , 5.832194213867187500e+02 , 1.400764404296875000e+03 , 5.832315673828125000e+02 , 1.461816772460937500e+03 , 5.832310791015625000e+02 , 1.522869995117187500e+03 , 5.832414550781250000e+02 , 1.583928466796875000e+03 , 5.832465820312500000e+02 , 1.644987670898437500e+03 , 5.832474365234375000e+02 , 1.706036499023437500e+03 , 5.832526245117187500e+02 , 1.767080322265625000e+03 , 5.832511596679687500e+02 , 1.828115966796875000e+03 , 5.832708740234375000e+02 , 1.889172241210937500e+03 , 5.832877197265625000e+02 , 1.950229736328125000e+03 , 5.833093261718750000e+02 , 2.011285522460937500e+03 , 5.833287353515625000e+02 , 2.072319335937500000e+03 , 5.833327636718750000e+02 , 2.133354003906250000e+03 , 5.833505249023437500e+02 , 2.194375488281250000e+03 , 5.833648681640625000e+02 , 2.255397705078125000e+03 , 5.834019775390625000e+02 , 2.316447509765625000e+03 , 5.834494018554687500e+02 , 2.377516113281250000e+03 , 5.834855346679687500e+02 , 2.438594482421875000e+03 , 5.835120239257812500e+02 , 2.499647949218750000e+03 , 5.835253906250000000e+02 , 2.560747070312500000e+03 , 5.835437011718750000e+02 , 2.621812988281250000e+03 , 5.835702514648437500e+02 , 2.682902099609375000e+03 , 5.836201171875000000e+02 , 2.743942138671875000e+03 , 5.836496582031250000e+02 , 2.805010498046875000e+03 , 5.836726074218750000e+02 , 2.866022949218750000e+03 , 5.836948242187500000e+02 , 2.927051025390625000e+03 , 5.837307128906250000e+02 , 2.988090820312500000e+03 , 5.837671508789062500e+02 , 3.049144287109375000e+03 , 5.838038330078125000e+02 , 3.110271728515625000e+03 , 5.838311767578125000e+02 , 3.171275634765625000e+03 , 5.838549194335937500e+02 , 3.232361816406250000e+03 , 5.838696899414062500e+02 , 3.293396972656250000e+03 , 5.838684082031250000e+02
3.012751159667968750e+02 , 6.446406250000000000e+02 , 3.623248901367187500e+02 , 6.446842041015625000e+02 , 4.233828735351562500e+02 , 6.447620239257812500e+02 , 4.844271545410156250e+02 , 6.448403930664062500e+02 , 5.454863281250000000e+02 , 6.448963623046875000e+02 , 6.065504150390625000e+02 , 6.449629516601562500e+02 , 6.675701904296875000e+02 , 6.450444335937500000e+02 , 7.285872802734375000e+02 , 6.451150512695312500e+02 , 7.896063842773437500e+02 , 6.451749877929687500e+02 , 8.506704101562500000e+02 , 6.452221679687500000e+02 , 9.118067016601562500e+02 , 6.452101440429687500e+02 , 9.729882812500000000e+02 , 6.451051635742187500e+02 , 1.034229003906250000e+03 , 6.449635620117187500e+02 , 1.095470458984375000e+03 , 6.448790283203125000e+02 , 1.156580688476562500e+03 , 6.448224487304687500e+02 , 1.217607055664062500e+03 , 6.448139038085937500e+02 , 1.278650268554687500e+03 , 6.448084716796875000e+02 , 1.339696289062500000e+03 , 6.448137207031250000e+02 , 1.400736694335937500e+03 , 6.448204956054687500e+02 , 1.461794677734375000e+03 , 6.448258666992187500e+02 , 1.522848266601562500e+03 , 6.448305053710937500e+02 , 1.583906005859375000e+03 , 6.448359985351562500e+02 , 1.644954711914062500e+03 , 6.448389282226562500e+02 , 1.706000244140625000e+03 , 6.448444824218750000e+02 , 1.767042968750000000e+03 , 6.448397216796875000e+02 , 1.828096313476562500e+03 , 6.448521728515625000e+02 , 1.889152343750000000e+03 , 6.448622436523437500e+02 , 1.950204711914062500e+03 , 6.448790893554687500e+02 , 2.011250854492187500e+03 , 6.448976440429687500e+02 , 2.072277587890625000e+03 , 6.449066162109375000e+02 , 2.133314941406250000e+03 , 6.449432983398437500e+02 , 2.194347656250000000e+03 , 6.449628295898437500e+02 , 2.255396484375000000e+03 , 6.449990234375000000e+02 , 2.316445312500000000e+03 , 6.450416870117187500e+02 , 2.377504882812500000e+03 , 6.450712280273437500e+02 , 2.438550048828125000e+03 , 6.450912475585937500e+02 , 2.499619873046875000e+03 , 6.451112060546875000e+02 , 2.560731689453125000e+03 , 6.451343994140625000e+02 , 2.621808837890625000e+03 , 6.451696777343750000e+02 , 2.682891845703125000e+03 , 6.452157592773437500e+02 , 2.743920410156250000e+03 , 6.452396850585937500e+02 , 2.804973632812500000e+03 , 6.452524414062500000e+02 , 2.865997802734375000e+03 , 6.452694702148437500e+02 , 2.927028808593750000e+03 , 6.452988281250000000e+02 , 2.988072998046875000e+03 , 6.453394165039062500e+02 , 3.049130126953125000e+03 , 6.453764038085937500e+02 , 3.110266357421875000e+03 , 6.454011840820312500e+02 , 3.171242431640625000e+03 , 6.454324951171875000e+02 , 3.232332519531250000e+03 , 6.454560546875000000e+02 , 3.293347900390625000e+03 , 6.454556274414062500e+02
3.011730957031250000e+02 , 7.061971435546875000e+02 , 3.622189331054687500e+02 , 7.062465820312500000e+02 , 4.232783813476562500e+02 , 7.063228149414062500e+02 , 4.843194885253906250e+02 , 7.063999023437500000e+02 , 5.453813476562500000e+02 , 7.064589233398437500e+02 , 6.064411621093750000e+02 , 7.065360107421875000e+02 , 6.674591674804687500e+02 , 7.066200561523437500e+02 , 7.284747314453125000e+02 , 7.066928100585937500e+02 , 7.895036621093750000e+02 , 7.067519531250000000e+02 , 8.505639038085937500e+02 , 7.068229980468750000e+02 , 9.116038208007812500e+02 , 7.068891601562500000e+02 , 9.727301025390625000e+02 , 7.068764038085937500e+02 , 1.034022460937500000e+03 , 7.067191772460937500e+02 , 1.095333984375000000e+03 , 7.065522460937500000e+02 , 1.156547363281250000e+03 , 7.063999633789062500e+02 , 1.217583618164062500e+03 , 7.063954467773437500e+02 , 1.278626098632812500e+03 , 7.063886108398437500e+02 , 1.339677856445312500e+03 , 7.063937377929687500e+02 , 1.400733154296875000e+03 , 7.064177246093750000e+02 , 1.461777832031250000e+03 , 7.064308471679687500e+02 , 1.522823974609375000e+03 , 7.064384155273437500e+02 , 1.583870971679687500e+03 , 7.064278564453125000e+02 , 1.644919555664062500e+03 , 7.064284057617187500e+02 , 1.705965942382812500e+03 , 7.064375610351562500e+02 , 1.767001953125000000e+03 , 7.064385375976562500e+02 , 1.828057128906250000e+03 , 7.064382934570312500e+02 , 1.889118896484375000e+03 , 7.064335937500000000e+02 , 1.950184570312500000e+03 , 7.064371948242187500e+02 , 2.011233642578125000e+03 , 7.064648437500000000e+02 , 2.072265136718750000e+03 , 7.064895019531250000e+02 , 2.133293701171875000e+03 , 7.065335693359375000e+02 , 2.194326416015625000e+03 , 7.065625610351562500e+02 , 2.255369873046875000e+03 , 7.065884399414062500e+02 , 2.316421630859375000e+03 , 7.066374511718750000e+02 , 2.377478027343750000e+03 , 7.066790771484375000e+02 , 2.438530517578125000e+03 , 7.067227783203125000e+02 , 2.499597656250000000e+03 , 7.067536010742187500e+02 , 2.560699951171875000e+03 , 7.067813720703125000e+02 , 2.621775634765625000e+03 , 7.068188476562500000e+02 , 2.682840332031250000e+03 , 7.068462524414062500e+02 , 2.743879638671875000e+03 , 7.068648681640625000e+02 , 2.804935058593750000e+03 , 7.068801269531250000e+02 , 2.865976318359375000e+03 , 7.069014282226562500e+02 , 2.927003417968750000e+03 , 7.069332275390625000e+02 , 2.988048339843750000e+03 , 7.069665527343750000e+02 , 3.049091064453125000e+03 , 7.070008544921875000e+02 , 3.110200439453125000e+03 , 7.070173339843750000e+02 , 3.171196289062500000e+03 , 7.070560302734375000e+02 , 3.232290771484375000e+03 , 7.070964355468750000e+02 , 3.293308105468750000e+03 , 7.071173095703125000e+02
3.010612182617187500e+02 , 7.677244873046875000e+02 , 3.621155395507812500e+02 , 7.677924804687500000e+02 , 4.231639404296875000e+02 , 7.678905029296875000e+02 , 4.842128906250000000e+02 , 7.679661865234375000e+02 , 5.452740478515625000e+02 , 7.680239257812500000e+02 , 6.063181152343750000e+02 , 7.681089477539062500e+02 , 6.673359985351562500e+02 , 7.681839599609375000e+02 , 7.283660278320312500e+02 , 7.682579345703125000e+02 , 7.894070434570312500e+02 , 7.683170776367187500e+02 , 8.504617919921875000e+02 , 7.683902587890625000e+02 , 9.114919433593750000e+02 , 7.684733886718750000e+02 , 9.725601196289062500e+02 , 7.685295410156250000e+02 , 1.033816406250000000e+03 , 7.683953247070312500e+02 , 1.095137695312500000e+03 , 7.682147216796875000e+02 , 1.156434936523437500e+03 , 7.680239257812500000e+02 , 1.217541015625000000e+03 , 7.679783935546875000e+02 , 1.278584716796875000e+03 , 7.679768676757812500e+02 , 1.339643310546875000e+03 , 7.679865112304687500e+02 , 1.400710937500000000e+03 , 7.680136718750000000e+02 , 1.461748046875000000e+03 , 7.680288696289062500e+02 , 1.522783081054687500e+03 , 7.680292968750000000e+02 , 1.583832519531250000e+03 , 7.680202026367187500e+02 , 1.644883300781250000e+03 , 7.680226440429687500e+02 , 1.705934326171875000e+03 , 7.680194702148437500e+02 , 1.766964233398437500e+03 , 7.680205688476562500e+02 , 1.828017700195312500e+03 , 7.680218505859375000e+02 , 1.889076049804687500e+03 , 7.680230712890625000e+02 , 1.950135986328125000e+03 , 7.680379638671875000e+02 , 2.011192016601562500e+03 , 7.680524902343750000e+02 , 2.072231445312500000e+03 , 7.680712890625000000e+02 , 2.133270019531250000e+03 , 7.680974731445312500e+02 , 2.194311035156250000e+03 , 7.681248779296875000e+02 , 2.255356689453125000e+03 , 7.681685180664062500e+02 , 2.316396728515625000e+03 , 7.682186889648437500e+02 , 2.377446777343750000e+03 , 7.682708740234375000e+02 , 2.438504638671875000e+03 , 7.683026123046875000e+02 , 2.499580810546875000e+03 , 7.683368530273437500e+02 , 2.560671142578125000e+03 , 7.683666381835937500e+02 , 2.621734130859375000e+03 , 7.684036254882812500e+02 , 2.682783447265625000e+03 , 7.684340209960937500e+02 , 2.743835449218750000e+03 , 7.684553833007812500e+02 , 2.804905273437500000e+03 , 7.684692382812500000e+02 , 2.865944335937500000e+03 , 7.685012817382812500e+02 , 2.926973876953125000e+03 , 7.685418090820312500e+02 , 2.988011474609375000e+03 , 7.685820922851562500e+02 , 3.049072265625000000e+03 , 7.685873413085937500e+02 , 3.110134521484375000e+03 , 7.686139526367187500e+02 , 3.171145507812500000e+03 , 7.686500244140625000e+02 , 3.232235595703125000e+03 , 7.686690673828125000e+02 , 3.293282470703125000e+03 , 7.686867065429687500e+02
3.009619140625000000e+02 , 8.292865600585937500e+02 , 3.620253601074218750e+02 , 8.293441162109375000e+02 , 4.230873107910156250e+02 , 8.294497680664062500e+02 , 4.841234741210937500e+02 , 8.295459594726562500e+02 , 5.451762695312500000e+02 , 8.296247558593750000e+02 , 6.062214965820312500e+02 , 8.297127075195312500e+02 , 6.672575073242187500e+02 , 8.297868652343750000e+02 , 7.282858276367187500e+02 , 8.298681030273437500e+02 , 7.893221435546875000e+02 , 8.299278564453125000e+02 , 8.503742675781250000e+02 , 8.299863281250000000e+02 , 9.114021606445312500e+02 , 8.300632934570312500e+02 , 9.724548339843750000e+02 , 8.301243286132812500e+02 , 1.033627929687500000e+03 , 8.301038818359375000e+02 , 1.094923339843750000e+03 , 8.299991455078125000e+02 , 1.156237182617187500e+03 , 8.298114624023437500e+02 , 1.217467895507812500e+03 , 8.296647338867187500e+02 , 1.278569702148437500e+03 , 8.295560913085937500e+02 , 1.339624023437500000e+03 , 8.295801391601562500e+02 , 1.400687622070312500e+03 , 8.296034545898437500e+02 , 1.461720092773437500e+03 , 8.296264648437500000e+02 , 1.522742309570312500e+03 , 8.296260375976562500e+02 , 1.583792846679687500e+03 , 8.296151733398437500e+02 , 1.644836059570312500e+03 , 8.296248168945312500e+02 , 1.705895629882812500e+03 , 8.296356811523437500e+02 , 1.766924194335937500e+03 , 8.296577758789062500e+02 , 1.827983642578125000e+03 , 8.296714477539062500e+02 , 1.889030029296875000e+03 , 8.296906738281250000e+02 , 1.950092529296875000e+03 , 8.297088012695312500e+02 , 2.011145019531250000e+03 , 8.297284545898437500e+02 , 2.072204589843750000e+03 , 8.297336425781250000e+02 , 2.133248779296875000e+03 , 8.297461547851562500e+02 , 2.194298828125000000e+03 , 8.297755126953125000e+02 , 2.255338867187500000e+03 , 8.298081665039062500e+02 , 2.316379394531250000e+03 , 8.298427124023437500e+02 , 2.377425048828125000e+03 , 8.298703002929687500e+02 , 2.438490722656250000e+03 , 8.298928833007812500e+02 , 2.499564697265625000e+03 , 8.299188232421875000e+02 , 2.560650878906250000e+03 , 8.299404296875000000e+02 , 2.621691650390625000e+03 , 8.299710083007812500e+02 , 2.682734375000000000e+03 , 8.300156860351562500e+02 , 2.743772460937500000e+03 , 8.300498657226562500e+02 , 2.804865966796875000e+03 , 8.300826416015625000e+02 , 2.865914550781250000e+03 , 8.300997924804687500e+02 , 2.926940429687500000e+03 , 8.301317749023437500e+02 , 2.987978515625000000e+03 , 8.301386718750000000e+02 , 3.049028808593750000e+03 , 8.301517944335937500e+02 , 3.110095947265625000e+03 , 8.301668701171875000e+02 , 3.171110839843750000e+03 , 8.302030639648437500e+02 , 3.232211914062500000e+03 , 8.302341308593750000e+02 , 3.293271484375000000e+03 , 8.302609863281250000e+02
