#  Image points and templates which are picked by user (xi yi x0 y0 w h)
  2.049381909547738815e+03 ,   2.411832142857143026e+03 ,   2.031000000000000000e+03 ,   2.394000000000000000e+03 ,   3.700000000000000000e+01 ,   3.600000000000000000e+01
  2.051913770913770804e+03 ,   2.245099999999999909e+03 ,   2.034000000000000000e+03 ,   2.228000000000000000e+03 ,   3.700000000000000000e+01 ,   3.500000000000000000e+01
  2.050736994219653297e+03 ,   2.078482142857142662e+03 ,   2.035000000000000000e+03 ,   2.061000000000000000e+03 ,   3.300000000000000000e+01 ,   3.500000000000000000e+01
  2.056464746345657659e+03 ,   1.903019999999999982e+03 ,   2.038000000000000000e+03 ,   1.881000000000000000e+03 ,   3.700000000000000000e+01 ,   4.500000000000000000e+01
  2.053132978723404449e+03 ,   1.722728571428571513e+03 ,   2.034000000000000000e+03 ,   1.703000000000000000e+03 ,   4.000000000000000000e+01 ,   4.000000000000000000e+01
  2.132604285714285652e+03 ,   2.405532857142857210e+03 ,   2.114000000000000000e+03 ,   2.387000000000000000e+03 ,   3.800000000000000000e+01 ,   3.800000000000000000e+01
  2.136708041958042031e+03 ,   2.241194285714285797e+03 ,   2.113000000000000000e+03 ,   2.221000000000000000e+03 ,   4.900000000000000000e+01 ,   4.100000000000000000e+01
  2.139624859392576127e+03 ,   2.067864999999999782e+03 ,   2.120000000000000000e+03 ,   2.049000000000000000e+03 ,   4.000000000000000000e+01 ,   3.800000000000000000e+01
  2.142925901201602301e+03 ,   1.902842857142857156e+03 ,   2.121000000000000000e+03 ,   1.881000000000000000e+03 ,   4.400000000000000000e+01 ,   4.400000000000000000e+01
  2.140643765903307667e+03 ,   1.722359999999999900e+03 ,   2.124000000000000000e+03 ,   1.704000000000000000e+03 ,   3.400000000000000000e+01 ,   3.700000000000000000e+01
  2.225652496626180891e+03 ,   1.906710000000000036e+03 ,   2.208000000000000000e+03 ,   1.890000000000000000e+03 ,   3.600000000000000000e+01 ,   3.400000000000000000e+01
  2.231420833333333121e+03 ,   1.722160714285714221e+03 ,   2.209000000000000000e+03 ,   1.706000000000000000e+03 ,   4.500000000000000000e+01 ,   3.400000000000000000e+01
  2.364750887573964519e+03 ,   2.376771428571428714e+03 ,   2.345000000000000000e+03 ,   2.354000000000000000e+03 ,   4.100000000000000000e+01 ,   4.600000000000000000e+01
  2.362940494590417075e+03 ,   2.172178571428571558e+03 ,   2.343000000000000000e+03 ,   2.152000000000000000e+03 ,   4.000000000000000000e+01 ,   4.200000000000000000e+01
  2.358132075471698045e+03 ,   1.977149285714285725e+03 ,   2.335000000000000000e+03 ,   1.955000000000000000e+03 ,   4.700000000000000000e+01 ,   4.500000000000000000e+01
  2.361910502958579855e+03 ,   1.769847142857142899e+03 ,   2.343000000000000000e+03 ,   1.748000000000000000e+03 ,   3.800000000000000000e+01 ,   4.500000000000000000e+01
  2.446205109489051210e+03 ,   2.378660714285714221e+03 ,   2.424000000000000000e+03 ,   2.356000000000000000e+03 ,   4.600000000000000000e+01 ,   4.700000000000000000e+01
  2.447311778290993061e+03 ,   2.174482857142857029e+03 ,   2.425000000000000000e+03 ,   2.153000000000000000e+03 ,   4.400000000000000000e+01 ,   4.300000000000000000e+01
  2.446299086757991063e+03 ,   1.975728571428571513e+03 ,   2.424000000000000000e+03 ,   1.952000000000000000e+03 ,   4.600000000000000000e+01 ,   4.900000000000000000e+01
  2.446746732026143945e+03 ,   1.773494285714285752e+03 ,   2.420000000000000000e+03 ,   1.748000000000000000e+03 ,   5.400000000000000000e+01 ,   5.100000000000000000e+01
  2.145729927007299466e+03 ,   1.267512857142857229e+03 ,   2.126000000000000000e+03 ,   1.242000000000000000e+03 ,   4.000000000000000000e+01 ,   5.200000000000000000e+01
  2.145578947368420813e+03 ,   1.053650000000000091e+03 ,   2.128000000000000000e+03 ,   1.032000000000000000e+03 ,   3.700000000000000000e+01 ,   4.400000000000000000e+01
  2.144971055618615082e+03 ,   8.313714285714286234e+02 ,   2.124000000000000000e+03 ,   8.090000000000000000e+02 ,   4.200000000000000000e+01 ,   4.500000000000000000e+01
  2.146253453038674252e+03 ,   6.270892857142856656e+02 ,   2.125000000000000000e+03 ,   6.020000000000000000e+02 ,   4.400000000000000000e+01 ,   5.200000000000000000e+01
  2.383127844712182196e+03 ,   1.239710000000000036e+03 ,   2.359000000000000000e+03 ,   1.216000000000000000e+03 ,   4.900000000000000000e+01 ,   4.900000000000000000e+01
  2.386797709923664115e+03 ,   1.014646428571428601e+03 ,   2.362000000000000000e+03 ,   9.890000000000000000e+02 ,   5.100000000000000000e+01 ,   5.300000000000000000e+01
  2.387532818532818510e+03 ,   7.880142857142857338e+02 ,   2.363000000000000000e+03 ,   7.670000000000000000e+02 ,   5.000000000000000000e+01 ,   4.400000000000000000e+01
  2.390600346020761208e+03 ,   5.692742857142857247e+02 ,   2.364000000000000000e+03 ,   5.440000000000000000e+02 ,   5.400000000000000000e+01 ,   5.100000000000000000e+01
  1.726410303030303112e+03 ,   1.732207142857142799e+03 ,   1.671000000000000000e+03 ,   1.701000000000000000e+03 ,   1.180000000000000000e+02 ,   4.000000000000000000e+01
  5.278917525773196076e+02 ,   1.948164285714285597e+03 ,   4.980000000000000000e+02 ,   1.920000000000000000e+03 ,   6.000000000000000000e+01 ,   5.800000000000000000e+01
