# Chessboard Object Points
  0.0000000000000000e+00 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  8.5239997863769531e+01 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  1.0655000305175781e+02 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  1.2786000061035156e+02 ,   0.0000000000000000e+00 ,   0.0000000000000000e+00
  0.0000000000000000e+00 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  8.5239997863769531e+01 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  1.0655000305175781e+02 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  1.2786000061035156e+02 ,   2.1350000381469727e+01 ,   0.0000000000000000e+00
  0.0000000000000000e+00 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  8.5239997863769531e+01 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  1.0655000305175781e+02 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  1.2786000061035156e+02 ,   4.2700000762939453e+01 ,   0.0000000000000000e+00
  0.0000000000000000e+00 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  8.5239997863769531e+01 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  1.0655000305175781e+02 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  1.2786000061035156e+02 ,   6.4050003051757812e+01 ,   0.0000000000000000e+00
  0.0000000000000000e+00 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  8.5239997863769531e+01 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  1.0655000305175781e+02 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  1.2786000061035156e+02 ,   8.5400001525878906e+01 ,   0.0000000000000000e+00
  0.0000000000000000e+00 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  8.5239997863769531e+01 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  1.0655000305175781e+02 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  1.2786000061035156e+02 ,   1.0675000000000000e+02 ,   0.0000000000000000e+00
  0.0000000000000000e+00 ,   1.2810000610351562e+02 ,   0.0000000000000000e+00
  2.1309999465942383e+01 ,   1.2810000610351562e+02 ,   0.0000000000000000e+00
  4.2619998931884766e+01 ,   1.2810000610351562e+02 ,   0.0000000000000000e+00
  6.3930000305175781e+01 ,   1.2810000610351562e+02 ,   0.0000000000000000e+00
