520	392
520	392
520	392
520	392
520	392
519	392
519	392
520	393
519	393
519	393
518	393
519	394
518	394
518	394
518	395
518	396
517	396
517	397
516	397
516	398
515	398
515	399
515	400
515	401
514	401
514	403
513	403
512	404
512	405
511	406
511	407
510	408
509	409
508	409
508	411
507	412
507	414
506	415
505	416
504	417
503	418
502	420
501	421
500	422
499	424
498	425
497	427
496	428
495	430
493	430
492	432
491	434
489	435
488	437
487	439
485	440
484	442
482	443
480	444
479	446
477	447
475	448
474	451
472	452
470	454
468	455
466	456
464	458
462	459
460	461
458	463
456	465
453	465
451	467
449	468
446	469
444	471
441	471
439	474
436	474
434	477
431	477
428	478
426	480
423	481
420	482
417	483
414	484
411	484
408	485
405	487
402	488
399	488
396	488
393	487
389	490
386	490
383	489
379	491
376	490
372	492
369	491
365	492
362	491
358	491
355	490
351	490
347	490
344	488
340	489
336	488
332	488
329	486
325	485
321	485
318	482
314	481
310	480
306	479
302	478
299	475
295	474
291	472
288	469
284	467
280	465
277	462
273	460
269	458
266	455
263	452
259	449
255	447
252	443
249	440
246	436
243	433
240	429
236	426
234	422
231	418
228	414
225	410
222	406
219	402
218	397
215	393
213	388
210	384
208	379
206	374
205	369
203	364
202	359
200	354
198	349
196	344
195	339
194	334
194	328
192	323
191	318
192	312
190	307
191	302
189	296
190	291
189	285
190	280
189	274
190	269
190	263
191	258
193	253
193	247
194	242
195	236
196	231
198	226
200	221
200	215
202	210
204	205
206	200
208	195
211	190
213	185
216	181
218	176
221	172
224	167
227	163
229	158
233	155
236	150
239	146
242	142
246	139
250	136
253	131
256	127
213	393
213	393
213	393
213	393
213	392
213	392
213	392
212	392
212	392
212	391
212	391
212	390
211	390
211	389
211	389
211	388
210	388
210	387
210	386
209	385
209	384
208	384
208	383
207	382
207	381
206	380
207	378
206	377
205	376
204	375
205	373
203	372
202	371
203	369
201	368
201	366
201	365
200	363
200	361
199	359
198	358
198	356
197	354
196	352
196	350
195	348
195	346
195	343
194	341
193	339
193	336
192	334
192	332
191	329
191	327
190	324
190	321
190	319
189	316
189	313
188	310
188	307
188	304
188	301
188	298
187	295
187	292
188	289
188	286
187	282
188	279
188	276
188	272
189	269
188	265
189	262
189	258
190	255
190	251
192	248
192	244
192	240
194	237
194	233
195	229
196	225
197	222
198	218
199	214
200	210
202	207
204	203
205	199
206	195
209	192
210	188
212	184
214	181
216	177
218	173
220	170
222	166
224	162
227	159
229	155
232	152
235	149
237	146
240	142
243	139
246	136
249	133
252	130
255	127
258	124
261	121
264	118
268	116
271	113
275	111
278	109
282	106
286	105
289	102
293	100
297	98
301	97
305	95
309	94
312	92
316	91
320	90
325	88
329	87
333	86
337	85
341	84
345	83
349	83
353	83
358	82
362	82
366	82
370	82
374	83
379	82
383	82
387	83
391	84
395	85
400	86
404	86
408	87
412	88
416	90
420	91
424	93
428	94
432	96
436	98
439	100
443	102
447	104
451	106
454	109
458	111
462	113
465	116
468	119
472	121
475	124
478	127
482	130
485	133
488	136
491	140
494	143
497	146
499	150
502	154
505	157
507	161
510	165
512	168
515	172
517	176
519	180
521	184
523	188
525	193
527	197
529	201
531	205
531	210
533	214
535	218
536	223
538	227
538	232
540	236
541	241
383	85
383	85
383	85
384	85
384	83
384	83
384	84
384	85
385	84
385	83
385	85
386	83
386	84
387	85
387	84
388	84
388	85
389	84
390	86
390	85
391	84
392	84
393	85
393	86
394	86
395	86
396	86
397	86
398	87
399	87
400	88
402	86
403	86
404	87
405	88
406	89
408	88
409	89
411	88
412	90
413	91
415	90
417	90
418	91
420	91
421	93
423	93
425	93
426	95
428	95
430	95
432	96
433	98
435	99
437	99
439	100
441	101
443	102
445	103
446	105
448	106
451	106
453	107
454	110
456	111
458	112
460	114
463	114
465	116
467	117
469	119
471	121
473	122
475	124
477	126
479	128
481	130
483	132
485	134
487	136
489	139
492	140
493	143
495	145
497	148
500	149
501	153
503	155
504	158
507	160
508	163
510	166
513	168
514	171
516	174
518	177
519	180
520	184
522	187
524	190
526	193
527	196
528	200
530	203
531	207
533	210
533	214
535	217
536	221
536	225
538	228
539	232
540	236
540	240
540	244
541	247
543	251
543	255
544	259
544	263
544	267
544	271
544	275
544	280
546	284
546	288
546	292
545	296
544	300
544	304
545	309
544	313
543	317
542	321
543	326
542	330
541	334
540	338
538	342
538	347
537	351
536	355
534	359
533	363
531	367
529	371
529	376
527	380
524	383
523	387
521	391
519	395
517	399
515	403
513	407
510	410
508	414
505	417
502	420
500	425
497	428
494	431
491	434
488	437
485	440
482	443
479	447
476	450
473	453
469	455
466	458
462	460
459	464
455	465
451	467
448	470
444	473
440	474
436	476
432	478
428	479
424	481
420	483
416	485
412	486
408	487
404	486
399	489
395	490
391	489
386	492
382	492
377	491
373	492
369	491
364	492
360	491
355	492
351	491
346	491
342	490
	
