# Projected points
  9.5678967285156250e+02 ,   5.1223345947265625e+02
  9.4322406005859375e+02 ,   5.3072711181640625e+02
  9.2978411865234375e+02 ,   5.4908581542968750e+02
  9.1646557617187500e+02 ,   5.6731445312500000e+02
  9.0326446533203125e+02 ,   5.8541772460937500e+02
  8.9017700195312500e+02 ,   6.0340014648437500e+02
  8.7719940185546875e+02 ,   6.2126623535156250e+02
  9.3672589111328125e+02 ,   4.9975823974609375e+02
  9.2324157714843750e+02 ,   5.1829876708984375e+02
  9.0988092041015625e+02 ,   5.3670330810546875e+02
  8.9663983154296875e+02 ,   5.5497686767578125e+02
  8.8351434326171875e+02 ,   5.7312420654296875e+02
  8.7050054931640625e+02 ,   5.9114990234375000e+02
  8.5759484863281250e+02 ,   6.0905828857421875e+02
  9.1668688964843750e+02 ,   4.8729135131835938e+02
  9.0328271484375000e+02 ,   5.0587973022460938e+02
  8.9000024414062500e+02 ,   5.2433117675781250e+02
  8.7683544921875000e+02 ,   5.4265069580078125e+02
  8.6378436279296875e+02 ,   5.6084301757812500e+02
  8.5084320068359375e+02 ,   5.7891284179687500e+02
  8.3800830078125000e+02 ,   5.9686450195312500e+02
  8.9666900634765625e+02 ,   4.7483038330078125e+02
  8.8334381103515625e+02 ,   4.9346768188476562e+02
  8.7013836669921875e+02 ,   5.1196707153320312e+02
  8.5704870605468750e+02 ,   5.3033355712890625e+02
  8.4407092285156250e+02 ,   5.4857189941406250e+02
  8.3120129394531250e+02 ,   5.6668676757812500e+02
  8.1843615722656250e+02 ,   5.8468267822265625e+02
  8.7666851806640625e+02 ,   4.6237295532226562e+02
  8.6342114257812500e+02 ,   4.8106030273437500e+02
  8.5029162597656250e+02 ,   4.9960870361328125e+02
  8.3727600097656250e+02 ,   5.1802319335937500e+02
  8.2437042236328125e+02 ,   5.3630853271484375e+02
  8.1157122802734375e+02 ,   5.5446948242187500e+02
  7.9887487792968750e+02 ,   5.7251062011718750e+02
  8.5668145751953125e+02 ,   4.4991665649414062e+02
  8.4351086425781250e+02 ,   4.6865518188476562e+02
  8.3045617675781250e+02 ,   4.8725369262695312e+02
  8.1751354980468750e+02 ,   5.0571722412109375e+02
  8.0467919921875000e+02 ,   5.2405065917968750e+02
  7.9194946289062500e+02 ,   5.4225878906250000e+02
  7.7932073974609375e+02 ,   5.6034606933593750e+02
  8.3670410156250000e+02 ,   4.3745898437500000e+02
  8.2360919189453125e+02 ,   4.5624987792968750e+02
  8.1062835693359375e+02 ,   4.7489962768554688e+02
  7.9775769042968750e+02 ,   4.9341336059570312e+02
  7.8499353027343750e+02 ,   5.1179598999023438e+02
  7.7233221435546875e+02 ,   5.3005224609375000e+02
  7.5977020263671875e+02 ,   5.4818676757812500e+02
  8.1673254394531250e+02 ,   4.2499752807617188e+02
  8.0371228027343750e+02 ,   4.4384194946289062e+02
  7.9080426025390625e+02 ,   4.6254412841796875e+02
  7.7800457763671875e+02 ,   4.8110922241210938e+02
  7.6530963134765625e+02 ,   4.9954211425781250e+02
  7.5271575927734375e+02 ,   5.1784765625000000e+02
  7.4021954345703125e+02 ,   5.3603045654296875e+02
  7.9676281738281250e+02 ,   4.1252975463867188e+02
  7.8381622314453125e+02 ,   4.3142895507812500e+02
  7.7098004150390625e+02 ,   4.5018478393554688e+02
  7.5825042724609375e+02 ,   4.6880239868164062e+02
  7.4562371826171875e+02 ,   4.8728674316406250e+02
  7.3309637451171875e+02 ,   5.0564270019531250e+02
  7.2066503906250000e+02 ,   5.2387487792968750e+02
  7.7679101562500000e+02 ,   4.0005313110351562e+02
  7.6391717529296875e+02 ,   4.1900842285156250e+02
  7.5115185546875000e+02 ,   4.3781912231445312e+02
  7.3849133300781250e+02 ,   4.5649047851562500e+02
  7.2593200683593750e+02 ,   4.7502746582031250e+02
  7.1347033691406250e+02 ,   4.9343499755859375e+02
  7.0110290527343750e+02 ,   5.1171768188476562e+02
  7.5681304931640625e+02 ,   3.8756509399414062e+02
  7.4401098632812500e+02 ,   4.0657775878906250e+02
  7.3131567382812500e+02 ,   4.2544464111328125e+02
  7.1872338867187500e+02 ,   4.4417098999023438e+02
  7.0623052978515625e+02 ,   4.6276187133789062e+02
  6.9383367919921875e+02 ,   4.8122213745117188e+02
  6.8152941894531250e+02 ,   4.9955654907226562e+02
  7.3682489013671875e+02 ,   3.7506307983398438e+02
  7.2409381103515625e+02 ,   3.9413449096679688e+02
  7.1146765136718750e+02 ,   4.1305889892578125e+02
  6.9894274902343750e+02 ,   4.3184152221679688e+02
  6.8651550292968750e+02 ,   4.5048751831054688e+02
  6.7418255615234375e+02 ,   4.6900177001953125e+02
  6.6194061279296875e+02 ,   4.8738906860351562e+02
