# Projected errors (proj - actual)
  4.3585205078125000e-01 ,  -5.8569335937500000e-01
  1.3372802734375000e-01 ,  -5.5853271484375000e-01
 -9.9060058593750000e-02 ,  -4.5788574218750000e-01
  3.7719726562500000e-02 ,  -5.4229736328125000e-01
  2.3254394531250000e-01 ,  -5.2661132812500000e-01
  1.9409179687500000e-01 ,  -5.1702880859375000e-01
  1.6546630859375000e-01 ,  -6.1334228515625000e-01
  3.0584716796875000e-01 ,  -3.3526611328125000e-01
  8.7829589843750000e-02 ,  -3.4167480468750000e-01
 -8.3190917968750000e-02 ,  -1.5319824218750000e-01
  1.4282226562500000e-02 ,  -1.3964843750000000e-01
  6.5673828125000000e-02 ,  -1.8963623046875000e-01
  1.8408203125000000e-01 ,  -2.5805664062500000e-01
  1.3616943359375000e-01 ,  -1.6217041015625000e-01
  2.8674316406250000e-01 ,  -1.2438964843750000e-01
  1.6870117187500000e-01 ,  -8.0017089843750000e-02
 -2.6391601562500000e-01 ,  -1.1163330078125000e-01
 -1.7846679687500000e-01 ,   2.7770996093750000e-02
 -5.1879882812500000e-02 ,   2.6550292968750000e-02
  1.2133789062500000e-01 ,   2.0275878906250000e-01
  4.0161132812500000e-02 ,   1.6406250000000000e-01
  1.6333007812500000e-01 ,   4.4311523437500000e-02
 -1.1138916015625000e-01 ,   5.4016113281250000e-02
 -2.9101562500000000e-01 ,   1.2359619140625000e-01
 -2.2955322265625000e-01 ,   1.7883300781250000e-01
 -6.7260742187500000e-02 ,   2.3187255859375000e-01
  6.5612792968750000e-02 ,   3.4838867187500000e-01
 -6.4147949218750000e-02 ,   5.9832763671875000e-01
  1.9036865234375000e-01 ,   6.9885253906250000e-02
 -5.8471679687500000e-02 ,   1.5338134765625000e-01
 -3.1250000000000000e-01 ,   2.6672363281250000e-01
 -2.4890136718750000e-01 ,   3.1140136718750000e-01
 -1.1486816406250000e-01 ,   3.7432861328125000e-01
  3.9062500000000000e-02 ,   5.1904296875000000e-01
 -4.0100097656250000e-02 ,   7.3046875000000000e-01
  4.8156738281250000e-02 ,   1.6259765625000000e-01
 -8.7951660156250000e-02 ,   2.1896362304687500e-01
 -3.1115722656250000e-01 ,   2.1975708007812500e-01
 -2.8277587890625000e-01 ,   2.9516601562500000e-01
 -1.1926269531250000e-01 ,   3.8867187500000000e-01
 -7.2387695312500000e-02 ,   5.3399658203125000e-01
 -2.0690917968750000e-02 ,   6.4892578125000000e-01
  1.5197753906250000e-02 ,   1.9616699218750000e-01
 -3.3264160156250000e-02 ,   2.3870849609375000e-01
 -3.2269287109375000e-01 ,   3.1155395507812500e-01
 -2.8161621093750000e-01 ,   2.3306274414062500e-01
 -9.9731445312500000e-02 ,   2.8158569335937500e-01
 -6.6528320312500000e-03 ,   4.0322875976562500e-01
 -6.1767578125000000e-02 ,   4.9194335937500000e-01
  4.1931152343750000e-02 ,   2.6126098632812500e-01
 -2.8137207031250000e-02 ,   1.4205932617187500e-01
 -3.1744384765625000e-01 ,   2.6095581054687500e-01
 -2.7502441406250000e-01 ,   2.2583007812500000e-01
 -1.4465332031250000e-02 ,   1.3049316406250000e-01
  1.3732910156250000e-02 ,   1.7813110351562500e-01
  7.1777343750000000e-02 ,   2.6510620117187500e-01
  7.1960449218750000e-02 ,   6.0882568359375000e-02
 -3.2104492187500000e-02 ,   9.2895507812500000e-02
 -3.8323974609375000e-01 ,   7.0434570312500000e-02
 -1.8017578125000000e-01 ,   5.4656982421875000e-02
 -7.8125000000000000e-02 ,  -8.8043212890625000e-02
  1.1535644531250000e-01 ,  -1.3488769531250000e-01
  1.7248535156250000e-01 ,  -4.5532226562500000e-02
  1.3714599609375000e-01 ,   1.2762451171875000e-01
 -9.8632812500000000e-02 ,   3.8848876953125000e-02
 -1.9958496093750000e-01 ,   7.9956054687500000e-02
 -2.1539306640625000e-01 ,  -3.2775878906250000e-02
  7.0983886718750000e-02 ,  -2.7392578125000000e-01
  9.6801757812500000e-02 ,  -2.9510498046875000e-01
  2.0092773437500000e-01 ,  -4.3218994140625000e-01
  2.5195312500000000e-01 ,   3.4515380859375000e-02
  4.6936035156250000e-02 ,  -1.1508178710937500e-01
 -2.1630859375000000e-01 ,  -1.0116577148437500e-01
 -5.6823730468750000e-02 ,  -1.3507080078125000e-01
  1.6571044921875000e-01 ,  -3.6187744140625000e-01
  1.9226074218750000e-01 ,  -5.5194091796875000e-01
  1.9146728515625000e-01 ,  -5.1760864257812500e-01
  2.2424316406250000e-01 ,   2.7648925781250000e-02
  6.9946289062500000e-02 ,   1.5808105468750000e-02
 -1.0034179687500000e-01 ,  -9.9334716796875000e-02
 -4.0466308593750000e-02 ,  -3.1823730468750000e-01
  2.4310302734375000e-01 ,  -5.0131225585937500e-01
  2.6116943359375000e-01 ,  -6.3864135742187500e-01
  3.8885498046875000e-01 ,  -7.5427246093750000e-01
